source_path,target_path,city_id,origin_img,pixel_loc_x,pixel_loc_y,A11,A12,tx,A21,A22,ty
../Cities/origin/@CITY_1@seg670850 (2)@4039@2429@.png,../Cities/origin/@CITY_1@seg670850 (3)@4039@2429@.png,CITY_1,seg670850,4039,2429,1.1229575,0.18702276,7.3677144,-0.18702276,1.1229575,3.2939894
../Cities/origin/@CITY_1@seg670850 (2)@3131@1688@.png,../Cities/origin/@CITY_1@seg670850 (3)@3131@1688@.png,CITY_1,seg670850,3131,1688,1.2362543,-0.18088706,1.2827871,0.18088706,1.2362543,-7.653298
../Cities/origin/@CITY_1@seg670850 (2)@2354@573@.png,../Cities/origin/@CITY_1@seg670850 (3)@2354@573@.png,CITY_1,seg670850,2354,573,0.77071834,0.13256656,-0.1682498,-0.13256656,0.77071834,-1.0948623
../Cities/origin/@CITY_1@seg670850 (2)@691@703@.png,../Cities/origin/@CITY_1@seg670850 (3)@691@703@.png,CITY_1,seg670850,691,703,0.74159425,-0.15425333,7.7800636,0.15425333,0.74159425,-6.676634
../Cities/origin/@CITY_1@seg670850 (2)@2758@123@.png,../Cities/origin/@CITY_1@seg670850 (3)@2758@123@.png,CITY_1,seg670850,2758,123,1.038126,-0.035053488,-8.902918,0.035053488,1.038126,3.8515587
../Cities/origin/@CITY_1@seg670850 (2)@1274@2027@.png,../Cities/origin/@CITY_1@seg670850 (3)@1274@2027@.png,CITY_1,seg670850,1274,2027,1.0063422,-0.06559079,8.564051,0.06559079,1.0063422,-2.5231533
../Cities/origin/@CITY_1@seg670850 (2)@1031@2831@.png,../Cities/origin/@CITY_1@seg670850 (3)@1031@2831@.png,CITY_1,seg670850,1031,2831,0.756059,-0.06645014,2.8858056,0.06645014,0.756059,-5.7874393
../Cities/origin/@CITY_1@seg670850 (2)@3938@36@.png,../Cities/origin/@CITY_1@seg670850 (3)@3938@36@.png,CITY_1,seg670850,3938,36,1.1943573,-0.17024778,-7.7640643,0.17024778,1.1943573,-3.3096952
../Cities/origin/@CITY_1@seg670850 (2)@208@1362@.png,../Cities/origin/@CITY_1@seg670850 (3)@208@1362@.png,CITY_1,seg670850,208,1362,1.1945649,0.06989952,6.9469767,-0.06989952,1.1945649,-9.612718
../Cities/origin/@CITY_1@seg670850 (2)@185@1934@.png,../Cities/origin/@CITY_1@seg670850 (3)@185@1934@.png,CITY_1,seg670850,185,1934,1.1196374,0.028313896,-4.7479177,-0.028313896,1.1196374,-3.5187173
../Cities/origin/@CITY_1@seg670850 (2)@1639@845@.png,../Cities/origin/@CITY_1@seg670850 (3)@1639@845@.png,CITY_1,seg670850,1639,845,0.94773394,0.12896611,5.455213,-0.12896611,0.94773394,-7.755842
../Cities/origin/@CITY_1@seg670850 (2)@1443@2045@.png,../Cities/origin/@CITY_1@seg670850 (3)@1443@2045@.png,CITY_1,seg670850,1443,2045,0.99421054,-0.03338854,-6.2601123,0.03338854,0.99421054,4.81746
../Cities/origin/@CITY_1@seg670850 (2)@2599@4103@.png,../Cities/origin/@CITY_1@seg670850 (3)@2599@4103@.png,CITY_1,seg670850,2599,4103,1.1127925,-0.2534597,-4.507819,0.2534597,1.1127925,-3.9192517
../Cities/origin/@CITY_1@seg670850 (2)@645@1222@.png,../Cities/origin/@CITY_1@seg670850 (3)@645@1222@.png,CITY_1,seg670850,645,1222,1.1619121,0.17276292,8.354163,-0.17276292,1.1619121,-9.208125
../Cities/origin/@CITY_1@seg670850 (2)@3587@3071@.png,../Cities/origin/@CITY_1@seg670850 (3)@3587@3071@.png,CITY_1,seg670850,3587,3071,1.0480542,-0.26192737,2.247772,0.26192737,1.0480542,1.353947
../Cities/origin/@CITY_1@seg670850 (2)@975@186@.png,../Cities/origin/@CITY_1@seg670850 (3)@975@186@.png,CITY_1,seg670850,975,186,1.0148295,0.11800639,6.2539673,-0.11800639,1.0148295,4.6007495
../Cities/origin/@CITY_1@seg670850 (2)@34@2473@.png,../Cities/origin/@CITY_1@seg670850 (3)@34@2473@.png,CITY_1,seg670850,34,2473,0.8201788,-0.12216433,3.058667,0.12216433,0.8201788,-7.4037266
../Cities/origin/@CITY_1@seg670850 (2)@649@460@.png,../Cities/origin/@CITY_1@seg670850 (3)@649@460@.png,CITY_1,seg670850,649,460,0.75474995,-0.16681242,4.9955826,0.16681242,0.75474995,-9.410302
../Cities/origin/@CITY_1@seg670850 (2)@3224@1913@.png,../Cities/origin/@CITY_1@seg670850 (3)@3224@1913@.png,CITY_1,seg670850,3224,1913,0.7705899,0.09047331,-3.9669654,-0.09047331,0.7705899,1.2268538
../Cities/origin/@CITY_1@seg670850 (2)@163@581@.png,../Cities/origin/@CITY_1@seg670850 (3)@163@581@.png,CITY_1,seg670850,163,581,0.9969295,-0.12662432,2.5101151,0.12662432,0.9969295,-0.632374
../Cities/origin/@CITY_1@seg670850 (2)@2738@1379@.png,../Cities/origin/@CITY_1@seg670850 (3)@2738@1379@.png,CITY_1,seg670850,2738,1379,1.1855813,-0.13450243,8.693407,0.13450243,1.1855813,-8.097855
../Cities/origin/@CITY_1@seg670850 (2)@2868@2031@.png,../Cities/origin/@CITY_1@seg670850 (3)@2868@2031@.png,CITY_1,seg670850,2868,2031,0.8048076,0.18255016,-4.0989566,-0.18255016,0.8048076,-6.7530413
../Cities/origin/@CITY_1@seg670850 (2)@1601@1242@.png,../Cities/origin/@CITY_1@seg670850 (3)@1601@1242@.png,CITY_1,seg670850,1601,1242,0.7576451,-0.18830591,-1.4457276,0.18830591,0.7576451,7.824649
../Cities/origin/@CITY_1@seg670850 (2)@899@3745@.png,../Cities/origin/@CITY_1@seg670850 (3)@899@3745@.png,CITY_1,seg670850,899,3745,1.0474174,0.22736156,1.3714911,-0.22736156,1.0474174,-2.8015368
../Cities/origin/@CITY_1@seg670850 (2)@3512@2540@.png,../Cities/origin/@CITY_1@seg670850 (3)@3512@2540@.png,CITY_1,seg670850,3512,2540,0.93753886,0.054681424,-4.324352,-0.054681424,0.93753886,-8.594259
../Cities/origin/@CITY_1@seg670850 (2)@1118@1797@.png,../Cities/origin/@CITY_1@seg670850 (3)@1118@1797@.png,CITY_1,seg670850,1118,1797,0.979498,0.16586873,-6.936535,-0.16586873,0.979498,3.835649
../Cities/origin/@CITY_1@seg670850 (2)@3659@2214@.png,../Cities/origin/@CITY_1@seg670850 (3)@3659@2214@.png,CITY_1,seg670850,3659,2214,0.9227682,-0.059118025,8.259966,0.059118025,0.9227682,2.4297004
../Cities/origin/@CITY_1@seg670850 (2)@665@3535@.png,../Cities/origin/@CITY_1@seg670850 (3)@665@3535@.png,CITY_1,seg670850,665,3535,0.96611106,-0.1447063,1.9709438,0.1447063,0.96611106,-1.9091324
../Cities/origin/@CITY_1@seg670850 (2)@2137@1172@.png,../Cities/origin/@CITY_1@seg670850 (3)@2137@1172@.png,CITY_1,seg670850,2137,1172,1.0452272,0.07331298,-1.5416653,-0.07331298,1.0452272,-3.87523
../Cities/origin/@CITY_1@seg670850 (2)@2142@3740@.png,../Cities/origin/@CITY_1@seg670850 (3)@2142@3740@.png,CITY_1,seg670850,2142,3740,1.0118917,-0.059503928,3.605101,0.059503928,1.0118917,-4.044013
../Cities/origin/@CITY_1@seg670850 (2)@3225@3773@.png,../Cities/origin/@CITY_1@seg670850 (3)@3225@3773@.png,CITY_1,seg670850,3225,3773,0.9553853,-0.0956928,-1.623539,0.0956928,0.9553853,-4.9129148
../Cities/origin/@CITY_1@seg670850 (2)@3370@129@.png,../Cities/origin/@CITY_1@seg670850 (3)@3370@129@.png,CITY_1,seg670850,3370,129,1.174767,-0.12990145,-8.355633,0.12990145,1.174767,9.976817
../Cities/origin/@CITY_1@seg670850 (2)@3658@4012@.png,../Cities/origin/@CITY_1@seg670850 (3)@3658@4012@.png,CITY_1,seg670850,3658,4012,1.2032226,0.049891543,0.55051255,-0.049891543,1.2032226,8.037802
../Cities/origin/@CITY_1@seg670850 (2)@3855@2022@.png,../Cities/origin/@CITY_1@seg670850 (3)@3855@2022@.png,CITY_1,seg670850,3855,2022,1.228517,0.22162591,-0.1256888,-0.22162591,1.228517,-7.678542
../Cities/origin/@CITY_1@seg670850 (2)@2379@935@.png,../Cities/origin/@CITY_1@seg670850 (3)@2379@935@.png,CITY_1,seg670850,2379,935,0.9440661,-0.049451478,3.2257757,0.049451478,0.9440661,7.949801
../Cities/origin/@CITY_1@seg670850 (2)@3252@3911@.png,../Cities/origin/@CITY_1@seg670850 (3)@3252@3911@.png,CITY_1,seg670850,3252,3911,0.78744274,0.19827484,-4.63238,-0.19827484,0.78744274,0.85465443
../Cities/origin/@CITY_1@seg670850 (2)@3816@3608@.png,../Cities/origin/@CITY_1@seg670850 (3)@3816@3608@.png,CITY_1,seg670850,3816,3608,1.0804007,0.25602448,-7.817412,-0.25602448,1.0804007,-6.1628723
../Cities/origin/@CITY_1@seg670850 (2)@2261@2662@.png,../Cities/origin/@CITY_1@seg670850 (3)@2261@2662@.png,CITY_1,seg670850,2261,2662,1.0948796,0.05766442,-6.8909187,-0.05766442,1.0948796,-5.4479537
../Cities/origin/@CITY_1@seg670850 (2)@2407@424@.png,../Cities/origin/@CITY_1@seg670850 (3)@2407@424@.png,CITY_1,seg670850,2407,424,0.79955554,-0.03158232,-5.9803033,0.03158232,0.79955554,9.131008
../Cities/origin/@CITY_1@seg670850 (2)@4115@108@.png,../Cities/origin/@CITY_1@seg670850 (3)@4115@108@.png,CITY_1,seg670850,4115,108,1.0774413,0.10546317,2.987243,-0.10546317,1.0774413,4.646295
../Cities/origin/@CITY_1@seg670850 (2)@3081@3546@.png,../Cities/origin/@CITY_1@seg670850 (3)@3081@3546@.png,CITY_1,seg670850,3081,3546,1.1236448,-0.26594725,-6.8942065,0.26594725,1.1236448,5.5188556
../Cities/origin/@CITY_1@seg670850 (2)@2637@2456@.png,../Cities/origin/@CITY_1@seg670850 (3)@2637@2456@.png,CITY_1,seg670850,2637,2456,0.9398521,-0.104296595,8.756915,0.104296595,0.9398521,-9.339027
../Cities/origin/@CITY_1@seg670850 (2)@2556@2000@.png,../Cities/origin/@CITY_1@seg670850 (3)@2556@2000@.png,CITY_1,seg670850,2556,2000,0.81923884,0.08959814,6.557087,-0.08959814,0.81923884,5.280738
../Cities/origin/@CITY_1@seg670850 (2)@798@3619@.png,../Cities/origin/@CITY_1@seg670850 (3)@798@3619@.png,CITY_1,seg670850,798,3619,0.82126325,0.066358514,0.72907686,-0.066358514,0.82126325,6.9561396
../Cities/origin/@CITY_1@seg670850 (2)@1414@459@.png,../Cities/origin/@CITY_1@seg670850 (3)@1414@459@.png,CITY_1,seg670850,1414,459,1.0012947,0.013885463,2.9309192,-0.013885463,1.0012947,-2.137979
../Cities/origin/@CITY_1@seg670850 (2)@1207@3548@.png,../Cities/origin/@CITY_1@seg670850 (3)@1207@3548@.png,CITY_1,seg670850,1207,3548,0.9677509,0.21003284,2.3377502,-0.21003284,0.9677509,6.1989303
../Cities/origin/@CITY_1@seg670850 (2)@3582@551@.png,../Cities/origin/@CITY_1@seg670850 (3)@3582@551@.png,CITY_1,seg670850,3582,551,1.0610229,-0.03981091,8.446263,0.03981091,1.0610229,-3.5653656
../Cities/origin/@CITY_1@seg670850 (2)@3273@3361@.png,../Cities/origin/@CITY_1@seg670850 (3)@3273@3361@.png,CITY_1,seg670850,3273,3361,0.8341576,0.003908589,-5.270376,-0.003908589,0.8341576,7.6164722
../Cities/origin/@CITY_1@seg670850 (2)@735@2410@.png,../Cities/origin/@CITY_1@seg670850 (3)@735@2410@.png,CITY_1,seg670850,735,2410,1.0085016,-0.18438546,-2.1929324,0.18438546,1.0085016,3.7541292
../Cities/origin/@CITY_1@seg670850 (2)@1284@750@.png,../Cities/origin/@CITY_1@seg670850 (3)@1284@750@.png,CITY_1,seg670850,1284,750,0.93079215,-0.07290332,3.4508593,0.07290332,0.93079215,3.4929965
../Cities/origin/@CITY_1@seg670850 (2)@1748@3532@.png,../Cities/origin/@CITY_1@seg670850 (3)@1748@3532@.png,CITY_1,seg670850,1748,3532,0.74637675,0.15171252,-7.924974,-0.15171252,0.74637675,3.7771285
../Cities/origin/@CITY_1@seg670850 (2)@3074@3989@.png,../Cities/origin/@CITY_1@seg670850 (3)@3074@3989@.png,CITY_1,seg670850,3074,3989,1.1199355,-0.1560624,6.270297,0.1560624,1.1199355,7.5278916
../Cities/origin/@CITY_1@seg670850 (2)@2145@234@.png,../Cities/origin/@CITY_1@seg670850 (3)@2145@234@.png,CITY_1,seg670850,2145,234,0.7633587,-0.15204436,-2.112169,0.15204436,0.7633587,-1.399627
../Cities/origin/@CITY_1@seg670850 (2)@3053@1485@.png,../Cities/origin/@CITY_1@seg670850 (3)@3053@1485@.png,CITY_1,seg670850,3053,1485,0.8784215,-0.1245789,-2.3780932,0.1245789,0.8784215,-0.3176282
../Cities/origin/@CITY_1@seg670850 (2)@1262@3141@.png,../Cities/origin/@CITY_1@seg670850 (3)@1262@3141@.png,CITY_1,seg670850,1262,3141,1.0787747,0.012081239,1.6644074,-0.012081239,1.0787747,-4.706855
../Cities/origin/@CITY_1@seg670850 (2)@2699@2931@.png,../Cities/origin/@CITY_1@seg670850 (3)@2699@2931@.png,CITY_1,seg670850,2699,2931,0.9734598,-0.19672151,-4.124681,0.19672151,0.9734598,6.7914486
../Cities/origin/@CITY_1@seg670850 (2)@227@385@.png,../Cities/origin/@CITY_1@seg670850 (3)@227@385@.png,CITY_1,seg670850,227,385,1.1868207,0.116843365,-1.0345215,-0.116843365,1.1868207,5.233985
../Cities/origin/@CITY_1@seg670850 (2)@1747@2539@.png,../Cities/origin/@CITY_1@seg670850 (3)@1747@2539@.png,CITY_1,seg670850,1747,2539,0.8815862,0.029439574,7.686064,-0.029439574,0.8815862,8.125347
../Cities/origin/@CITY_1@seg670850 (2)@3822@1828@.png,../Cities/origin/@CITY_1@seg670850 (3)@3822@1828@.png,CITY_1,seg670850,3822,1828,0.95669895,-0.0051213987,-1.1319722,0.0051213987,0.95669895,4.2152357
../Cities/origin/@CITY_1@seg670850 (2)@2562@3496@.png,../Cities/origin/@CITY_1@seg670850 (3)@2562@3496@.png,CITY_1,seg670850,2562,3496,0.91585463,-0.1090851,-3.2401178,0.1090851,0.91585463,-0.525278
../Cities/origin/@CITY_1@seg670850 (2)@3420@2782@.png,../Cities/origin/@CITY_1@seg670850 (3)@3420@2782@.png,CITY_1,seg670850,3420,2782,1.208238,0.17676985,9.345195,-0.17676985,1.208238,9.045108
../Cities/origin/@CITY_1@seg670850 (2)@1744@2647@.png,../Cities/origin/@CITY_1@seg670850 (3)@1744@2647@.png,CITY_1,seg670850,1744,2647,0.9504827,0.12746827,4.0069003,-0.12746827,0.9504827,-1.4495586
../Cities/origin/@CITY_1@seg670850 (2)@39@1675@.png,../Cities/origin/@CITY_1@seg670850 (3)@39@1675@.png,CITY_1,seg670850,39,1675,0.97243595,0.25364238,-4.2127404,-0.25364238,0.97243595,8.77568
../Cities/origin/@CITY_1@seg670850 (2)@1513@161@.png,../Cities/origin/@CITY_1@seg670850 (3)@1513@161@.png,CITY_1,seg670850,1513,161,0.95449984,-0.07698586,4.857477,0.07698586,0.95449984,-8.774155
../Cities/origin/@CITY_1@seg670850 (2)@3412@3920@.png,../Cities/origin/@CITY_1@seg670850 (3)@3412@3920@.png,CITY_1,seg670850,3412,3920,1.0599737,0.09097153,-9.131863,-0.09097153,1.0599737,4.7580514
../Cities/origin/@CITY_1@seg670850 (2)@1384@321@.png,../Cities/origin/@CITY_1@seg670850 (3)@1384@321@.png,CITY_1,seg670850,1384,321,1.0153714,0.19209129,1.8020029,-0.19209129,1.0153714,5.8916626
../Cities/origin/@CITY_1@seg670850 (2)@885@3270@.png,../Cities/origin/@CITY_1@seg670850 (3)@885@3270@.png,CITY_1,seg670850,885,3270,0.8472649,0.050139274,6.5480785,-0.050139274,0.8472649,7.4474616
../Cities/origin/@CITY_1@seg670850 (2)@2948@2375@.png,../Cities/origin/@CITY_1@seg670850 (3)@2948@2375@.png,CITY_1,seg670850,2948,2375,0.97031134,-0.17445914,6.6431513,0.17445914,0.97031134,2.4347377
../Cities/origin/@CITY_1@seg670850 (2)@1514@768@.png,../Cities/origin/@CITY_1@seg670850 (3)@1514@768@.png,CITY_1,seg670850,1514,768,0.99332684,-0.24391133,3.5272415,0.24391133,0.99332684,-2.44772
../Cities/origin/@CITY_1@seg670850 (2)@3456@1600@.png,../Cities/origin/@CITY_1@seg670850 (3)@3456@1600@.png,CITY_1,seg670850,3456,1600,0.82863677,-0.014355759,-0.99999046,0.014355759,0.82863677,-4.606272
../Cities/origin/@CITY_1@seg670850 (2)@840@4124@.png,../Cities/origin/@CITY_1@seg670850 (3)@840@4124@.png,CITY_1,seg670850,840,4124,1.1967744,0.060517825,8.018878,-0.060517825,1.1967744,9.453176
../Cities/origin/@CITY_1@seg670850 (2)@256@3127@.png,../Cities/origin/@CITY_1@seg670850 (3)@256@3127@.png,CITY_1,seg670850,256,3127,0.8616629,-0.014188075,8.904707,0.014188075,0.8616629,1.5728159
../Cities/origin/@CITY_1@seg670850 (2)@40@513@.png,../Cities/origin/@CITY_1@seg670850 (3)@40@513@.png,CITY_1,seg670850,40,513,0.75257576,-0.16847393,-8.378211,0.16847393,0.75257576,-0.4866885
../Cities/origin/@CITY_1@seg670850 (2)@162@2192@.png,../Cities/origin/@CITY_1@seg670850 (3)@162@2192@.png,CITY_1,seg670850,162,2192,1.0375278,0.23169804,-4.8650217,-0.23169804,1.0375278,-8.776709
../Cities/origin/@CITY_1@seg670850 (2)@4170@761@.png,../Cities/origin/@CITY_1@seg670850 (3)@4170@761@.png,CITY_1,seg670850,4170,761,1.2470387,0.020480514,-4.9876113,-0.020480514,1.2470387,-1.4142591
../Cities/origin/@CITY_1@seg670850 (2)@2729@3559@.png,../Cities/origin/@CITY_1@seg670850 (3)@2729@3559@.png,CITY_1,seg670850,2729,3559,0.98223716,0.117636174,3.8369985,-0.117636174,0.98223716,0.40604705
../Cities/origin/@CITY_1@seg670850 (2)@2722@2666@.png,../Cities/origin/@CITY_1@seg670850 (3)@2722@2666@.png,CITY_1,seg670850,2722,2666,0.761821,0.011111963,-8.13134,-0.011111963,0.761821,-7.0637403
../Cities/origin/@CITY_1@seg670850 (2)@3955@4125@.png,../Cities/origin/@CITY_1@seg670850 (3)@3955@4125@.png,CITY_1,seg670850,3955,4125,0.86533475,-0.014791571,2.109934,0.014791571,0.86533475,-4.92734
../Cities/origin/@CITY_1@seg670850 (2)@721@1449@.png,../Cities/origin/@CITY_1@seg670850 (3)@721@1449@.png,CITY_1,seg670850,721,1449,1.0034242,0.18913363,1.9528018,-0.18913363,1.0034242,1.2970253
../Cities/origin/@CITY_1@seg670850 (2)@544@3250@.png,../Cities/origin/@CITY_1@seg670850 (3)@544@3250@.png,CITY_1,seg670850,544,3250,1.0795177,0.25651127,2.2068865,-0.25651127,1.0795177,8.154829
../Cities/origin/@CITY_1@seg670850 (2)@3034@466@.png,../Cities/origin/@CITY_1@seg670850 (3)@3034@466@.png,CITY_1,seg670850,3034,466,0.8203769,0.12825477,8.560503,-0.12825477,0.8203769,2.0115263
../Cities/origin/@CITY_1@seg670850 (2)@1325@3727@.png,../Cities/origin/@CITY_1@seg670850 (3)@1325@3727@.png,CITY_1,seg670850,1325,3727,1.0113325,-0.13062395,6.554387,0.13062395,1.0113325,8.9536495
../Cities/origin/@CITY_1@seg670850 (2)@50@3325@.png,../Cities/origin/@CITY_1@seg670850 (3)@50@3325@.png,CITY_1,seg670850,50,3325,0.78782713,0.10691968,7.9431453,-0.10691968,0.78782713,-4.670416
../Cities/origin/@CITY_1@seg670850 (2)@501@3954@.png,../Cities/origin/@CITY_1@seg670850 (3)@501@3954@.png,CITY_1,seg670850,501,3954,1.0240434,-0.2721573,1.718556,0.2721573,1.0240434,7.865984
../Cities/origin/@CITY_1@seg670850 (2)@2306@3131@.png,../Cities/origin/@CITY_1@seg670850 (3)@2306@3131@.png,CITY_1,seg670850,2306,3131,1.0122235,0.09889908,-9.319887,-0.09889908,1.0122235,3.291194
../Cities/origin/@CITY_1@seg670850 (2)@1023@854@.png,../Cities/origin/@CITY_1@seg670850 (3)@1023@854@.png,CITY_1,seg670850,1023,854,0.99526155,-0.008388328,8.236553,0.008388328,0.99526155,-2.3572698
../Cities/origin/@CITY_1@seg670850 (2)@3300@4168@.png,../Cities/origin/@CITY_1@seg670850 (3)@3300@4168@.png,CITY_1,seg670850,3300,4168,0.7511136,0.13331142,3.542691,-0.13331142,0.7511136,-1.0588684
../Cities/origin/@CITY_1@seg670850 (2)@2581@1199@.png,../Cities/origin/@CITY_1@seg670850 (3)@2581@1199@.png,CITY_1,seg670850,2581,1199,0.9351437,0.04538532,-7.8827143,-0.04538532,0.9351437,-8.5853815
../Cities/origin/@CITY_1@seg670850 (2)@3925@1804@.png,../Cities/origin/@CITY_1@seg670850 (3)@3925@1804@.png,CITY_1,seg670850,3925,1804,1.1304648,-0.015646761,-4.013723,0.015646761,1.1304648,4.245205
../Cities/origin/@CITY_1@seg670850 (2)@740@3233@.png,../Cities/origin/@CITY_1@seg670850 (3)@740@3233@.png,CITY_1,seg670850,740,3233,1.0522983,-0.20078948,6.4472704,0.20078948,1.0522983,5.4475107
../Cities/origin/@CITY_1@seg670850 (2)@3571@224@.png,../Cities/origin/@CITY_1@seg670850 (3)@3571@224@.png,CITY_1,seg670850,3571,224,0.85020185,0.1660825,4.912824,-0.1660825,0.85020185,6.364633
../Cities/origin/@CITY_1@seg670850 (2)@2829@2874@.png,../Cities/origin/@CITY_1@seg670850 (3)@2829@2874@.png,CITY_1,seg670850,2829,2874,1.1663043,0.310069,5.8995667,-0.310069,1.1663043,-5.1368814
../Cities/origin/@CITY_1@seg670850 (2)@1132@2986@.png,../Cities/origin/@CITY_1@seg670850 (3)@1132@2986@.png,CITY_1,seg670850,1132,2986,0.7548648,-0.18270801,-7.237985,0.18270801,0.7548648,-0.5755084
../Cities/origin/@CITY_1@seg670850 (2)@1030@78@.png,../Cities/origin/@CITY_1@seg670850 (3)@1030@78@.png,CITY_1,seg670850,1030,78,1.0370733,0.001703023,-3.4879212,-0.001703023,1.0370733,-6.290013
../Cities/origin/@CITY_1@seg670850 (2)@3878@352@.png,../Cities/origin/@CITY_1@seg670850 (3)@3878@352@.png,CITY_1,seg670850,3878,352,0.7664218,0.19297253,3.9508004,-0.19297253,0.7664218,-4.2915344
../Cities/origin/@CITY_1@seg670850 (2)@2597@2766@.png,../Cities/origin/@CITY_1@seg670850 (3)@2597@2766@.png,CITY_1,seg670850,2597,2766,1.0949541,0.09715711,2.1521535,-0.09715711,1.0949541,-5.057857
../Cities/origin/@CITY_1@seg670850 (2)@1139@2740@.png,../Cities/origin/@CITY_1@seg670850 (3)@1139@2740@.png,CITY_1,seg670850,1139,2740,0.84971124,-0.114335604,6.474682,0.114335604,0.84971124,7.242294
../Cities/origin/@CITY_1@seg670850 (2)@630@2242@.png,../Cities/origin/@CITY_1@seg670850 (3)@630@2242@.png,CITY_1,seg670850,630,2242,0.9458297,-0.15267457,3.927568,0.15267457,0.9458297,-3.1510766
../Cities/origin/@CITY_1@seg670850 (2)@119@4010@.png,../Cities/origin/@CITY_1@seg670850 (3)@119@4010@.png,CITY_1,seg670850,119,4010,1.0459102,0.028530503,4.419091,-0.028530503,1.0459102,1.9240222
../Cities/origin/@CITY_1@seg670850 (2)@2255@633@.png,../Cities/origin/@CITY_1@seg670850 (3)@2255@633@.png,CITY_1,seg670850,2255,633,0.9249178,0.12331214,4.929785,-0.12331214,0.9249178,-0.17616652
../Cities/origin/@CITY_1@seg670850 (2)@2615@3201@.png,../Cities/origin/@CITY_1@seg670850 (3)@2615@3201@.png,CITY_1,seg670850,2615,3201,1.0254803,0.054584235,2.4298878,-0.054584235,1.0254803,-8.218111
../Cities/origin/@CITY_1@seg670850 (2)@3734@717@.png,../Cities/origin/@CITY_1@seg670850 (3)@3734@717@.png,CITY_1,seg670850,3734,717,1.1594648,-0.24080181,-0.63084847,0.24080181,1.1594648,3.8982158
../Cities/origin/@CITY_1@seg670850 (2)@1205@150@.png,../Cities/origin/@CITY_1@seg670850 (3)@1205@150@.png,CITY_1,seg670850,1205,150,0.8033269,-0.09800762,-2.7151852,0.09800762,0.8033269,1.2810243
../Cities/origin/@CITY_1@seg670850 (2)@4021@1431@.png,../Cities/origin/@CITY_1@seg670850 (3)@4021@1431@.png,CITY_1,seg670850,4021,1431,1.2179936,0.15602799,-5.432306,-0.15602799,1.2179936,5.5061164
../Cities/origin/@CITY_1@seg670850 (2)@981@2653@.png,../Cities/origin/@CITY_1@seg670850 (3)@981@2653@.png,CITY_1,seg670850,981,2653,1.2131342,-0.27029455,-8.859231,0.27029455,1.2131342,3.27947
../Cities/origin/@CITY_1@seg670850 (2)@3404@2289@.png,../Cities/origin/@CITY_1@seg670850 (3)@3404@2289@.png,CITY_1,seg670850,3404,2289,0.8504386,0.14717431,-0.6650899,-0.14717431,0.8504386,-8.792287
../Cities/origin/@CITY_1@seg670850 (2)@629@3154@.png,../Cities/origin/@CITY_1@seg670850 (3)@629@3154@.png,CITY_1,seg670850,629,3154,0.9671351,0.07255652,8.501643,-0.07255652,0.9671351,8.828194
../Cities/origin/@CITY_1@seg670850 (2)@1705@2006@.png,../Cities/origin/@CITY_1@seg670850 (3)@1705@2006@.png,CITY_1,seg670850,1705,2006,0.84068656,0.06533386,8.690108,-0.06533386,0.84068656,-0.1460444
../Cities/origin/@CITY_1@seg670850 (2)@3739@526@.png,../Cities/origin/@CITY_1@seg670850 (3)@3739@526@.png,CITY_1,seg670850,3739,526,0.8836257,0.15615949,-7.5804205,-0.15615949,0.8836257,-0.35572886
../Cities/origin/@CITY_1@seg670850 (2)@3263@1086@.png,../Cities/origin/@CITY_1@seg670850 (3)@3263@1086@.png,CITY_1,seg670850,3263,1086,0.8614906,-0.06804323,-3.1621184,0.06804323,0.8614906,-1.2142005
../Cities/origin/@CITY_1@seg670850 (2)@1@2287@.png,../Cities/origin/@CITY_1@seg670850 (3)@1@2287@.png,CITY_1,seg670850,1,2287,1.2125088,-0.059954174,5.737535,0.059954174,1.2125088,4.235744
../Cities/origin/@CITY_1@seg670850 (2)@2797@2228@.png,../Cities/origin/@CITY_1@seg670850 (3)@2797@2228@.png,CITY_1,seg670850,2797,2228,1.0475751,-0.13704938,-4.4049106,0.13704938,1.0475751,5.606224
../Cities/origin/@CITY_1@seg670850 (2)@192@3592@.png,../Cities/origin/@CITY_1@seg670850 (3)@192@3592@.png,CITY_1,seg670850,192,3592,0.81667155,-0.1025467,-1.2705959,0.1025467,0.81667155,5.9623456
../Cities/origin/@CITY_1@seg670850 (2)@1767@1080@.png,../Cities/origin/@CITY_1@seg670850 (3)@1767@1080@.png,CITY_1,seg670850,1767,1080,1.0732883,-0.24087936,-0.14756383,0.24087936,1.0732883,-7.45311
../Cities/origin/@CITY_1@seg670850 (2)@2924@3787@.png,../Cities/origin/@CITY_1@seg670850 (3)@2924@3787@.png,CITY_1,seg670850,2924,3787,1.0340241,-0.08400107,-6.0651197,0.08400107,1.0340241,-2.20821
../Cities/origin/@CITY_1@seg670850 (2)@1892@986@.png,../Cities/origin/@CITY_1@seg670850 (3)@1892@986@.png,CITY_1,seg670850,1892,986,0.84052324,0.06829896,4.6735396,-0.06829896,0.84052324,1.8339177
../Cities/origin/@CITY_1@seg670850 (2)@2341@3651@.png,../Cities/origin/@CITY_1@seg670850 (3)@2341@3651@.png,CITY_1,seg670850,2341,3651,1.0849051,0.04712778,3.503671,-0.04712778,1.0849051,0.30125916
